Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-10,c-24,c-1,1222,OO,ORD,CID,196,N
c-9,c-4,c-7,1205,AS,SEA,SJC,697,N
c-7,c-24,c-7,1018,MQ,DSM,DFW,624,N
c-11,c-5,c-6,1556,WN,SJC,SAN,417,Y
c-1,c-13,c-4,1118,UA,ORD,IAD,589,Y
c-2,c-26,c-6,2208,NW,DTW,MSN,312,N
c-5,c-11,c-3,605,UA,SEA,ORD,1721,N
c-2,c-24,c-4,850,WN,LAX,ELP,714,N
c-5,c-20,c-5,1115,OH,OMA,CVG,614,N
c-7,c-27,c-3,1019,NW,DCA,DTW,405,Y
c-5,c-7,c-6,1330,OH,ERI,CVG,316,N
c-2,c-14,c-1,1543,OO,TWF,SLC,175,Y
c-3,c-31,c-4,725,HP,SFO,LAS,414,N
c-10,c-5,c-3,1500,EV,DHN,ATL,171,Y
c-6,c-28,c-2,749,UA,SJC,IAD,2400,Y
c-6,c-20,c-1,1738,NW,MSP,MEM,700,Y
c-5,c-4,c-3,1521,XE,CLE,MHT,544,N
c-3,c-11,c-5,955,WN,BUR,SMF,358,Y
c-12,c-7,c-3,1015,WN,SMF,SNA,404,N
c-9,c-6,c-2,1753,DH,BOS,IAD,413,Y
c-10,c-7,c-5,1734,DH,SYR,IAD,296,Y
c-5,c-20,c-5,1743,US,CLT,PHX,1774,Y
c-6,c-16,c-4,2039,DL,SLC,PSC,521,N
c-6,c-14,c-2,1312,DL,SMF,SLC,532,N
c-5,c-18,c-3,1845,EV,ATL,HPN,780,Y
c-2,c-22,c-2,1133,CO,SRQ,EWR,1034,N
c-4,c-26,c-2,725,MQ,DFW,LIT,304,Y
c-1,c-2,c-7,1308,CO,IAH,IND,845,N
c-3,c-25,c-5,2014,MQ,SJC,SAN,417,Y
c-6,c-10,c-5,1847,EV,ATL,VLD,208,N
c-5,c-16,c-1,1448,OH,CVG,ISP,626,N
c-6,c-10,c-5,2033,CO,ATL,EWR,745,Y
c-6,c-5,c-7,1842,FL,ATL,BMI,533,Y
c-2,c-24,c-4,2005,EV,CAK,ATL,528,Y
c-5,c-10,c-2,1135,WN,BDL,MCO,1050,N
c-8,c-14,c-7,947,DL,SAV,ATL,215,N
c-11,c-20,c-7,1514,AA,DFW,BNA,631,Y
c-1,c-12,c-3,8,AA,DFW,TUS,813,Y
c-7,c-10,c-7,1251,NW,IAH,MSP,1034,N
c-1,c-21,c-5,1357,DL,BWI,ATL,576,N
c-10,c-30,c-7,1747,US,BOS,PHL,280,Y
c-8,c-8,c-1,1250,WN,SJC,MDW,1838,Y
c-5,c-2,c-1,1355,WN,RNO,PHX,601,N
c-6,c-14,c-2,1123,AA,ORD,LAS,1515,Y
c-2,c-27,c-7,2214,DL,MCO,ATL,403,Y
c-10,c-13,c-4,1401,AA,DFW,IND,762,Y
c-12,c-9,c-5,1432,WN,ONT,OAK,361,N
c-5,c-4,c-3,1735,WN,PHX,SNA,338,N
c-3,c-20,c-7,1050,EV,ATL,CRW,363,N
c-12,c-9,c-5,2232,DL,ATL,SAT,874,N
c-3,c-28,c-1,1444,WN,STL,HOU,687,N
c-3,c-9,c-3,1518,OH,CVG,STL,307,Y
c-4,c-12,c-2,1833,MQ,GSP,DFW,862,N
c-1,c-31,c-1,901,AA,LAX,OGG,2486,N
c-2,c-22,c-2,1830,WN,SJC,LAS,386,Y
c-10,c-10,c-1,1857,AA,DFW,FLL,1119,N
c-6,c-29,c-3,1605,OH,CRW,CVG,173,N
c-6,c-28,c-2,1553,UA,ORD,LAS,1515,Y
c-9,c-2,c-5,915,US,CLT,ROC,573,N
c-7,c-26,c-2,1050,WN,DAL,ELP,562,N
c-3,c-28,c-1,856,US,PHL,JAX,742,Y
c-2,c-19,c-6,1100,WN,SLC,ABQ,493,Y
c-6,c-10,c-5,1934,OH,CVG,LGA,585,Y
c-7,c-14,c-4,2231,NW,MSP,ORD,334,Y
c-9,c-27,c-2,1851,UA,DEN,CLE,1201,Y
c-6,c-11,c-6,1711,CO,AUS,IAH,140,N
c-5,c-18,c-3,1744,EV,ATL,GNV,300,Y
c-7,c-24,c-7,1918,MQ,MSP,DFW,852,Y
c-7,c-27,c-3,117,OH,CVG,DAY,64,Y
c-5,c-26,c-4,2022,FL,RDU,ATL,356,Y
c-2,c-15,c-2,1801,CO,MSP,IAH,1034,N
c-3,c-5,c-6,1338,NW,FLL,MSP,1487,Y
c-5,c-10,c-2,1742,DL,IAD,SLC,1827,Y
c-1,c-10,c-1,946,NW,DTW,SFO,2079,Y
c-3,c-16,c-3,1657,US,BOS,DCA,399,Y
c-8,c-26,c-5,2216,EV,ATL,SHV,552,N
c-8,c-5,c-5,1833,HA,ITO,HNL,216,N
c-10,c-2,c-7,2023,OO,FCA,SLC,532,N
c-1,c-8,c-6,1620,UA,JFK,LAX,2475,N
c-7,c-14,c-4,1637,UA,MSP,ORD,334,Y
c-8,c-1,c-1,1331,EV,ATL,DAY,432,Y
c-1,c-7,c-5,644,DL,ABQ,ATL,1269,N
c-7,c-22,c-5,1100,MQ,ORD,OMA,416,N
c-5,c-29,c-7,1916,XE,IAH,VPS,510,Y
c-3,c-29,c-2,1747,DL,CVG,SFO,2036,Y
c-7,c-14,c-4,2055,WN,MDW,TPA,997,Y
c-4,c-10,c-7,1615,WN,ELP,PHX,347,N
c-10,c-27,c-4,918,CO,IAH,OAK,1628,N
c-7,c-25,c-1,1720,WN,LAX,SJC,308,Y
c-12,c-14,c-3,920,US,CLT,RDU,130,N
c-1,c-12,c-3,1728,FL,ATL,FLL,581,N
c-4,c-6,c-3,1720,WN,BNA,MCO,616,Y
c-2,c-18,c-5,718,MQ,CLE,MIA,1080,N
c-6,c-14,c-2,1436,MQ,DFW,GRK,134,Y
c-7,c-16,c-6,1535,NW,DTW,DFW,987,Y
c-5,c-12,c-4,1845,WN,SNA,SJC,342,N
c-4,c-6,c-3,1012,XE,EWR,BNA,748,N
c-7,c-14,c-4,1354,FL,TPA,ATL,406,Y
c-7,c-13,c-3,1203,UA,ORD,MSP,334,N
c-9,c-30,c-5,802,MQ,DFW,CRP,354,N
c-6,c-8,c-3,913,CO,CLE,IAH,1091,N
c-12,c-2,c-5,2345,DH,LGA,IAD,229,Y
c-1,c-30,c-7,1552,UA,LAS,ORD,1515,Y
c-10,c-25,c-2,1030,CO,IAH,PHL,1324,Y
c-5,c-16,c-1,612,DL,SAN,SLC,626,N
c-7,c-8,c-5,1451,EV,CVG,DAY,64,Y
c-9,c-5,c-1,2207,WN,MDW,SDF,271,Y
c-1,c-8,c-6,1230,UA,SFO,IAD,2419,Y
c-9,c-3,c-6,1510,EV,HSV,CVG,325,Y
c-3,c-24,c-4,1904,DL,LEX,CVG,70,N
c-9,c-19,c-1,1745,FL,BUF,ATL,712,Y
c-10,c-12,c-3,1856,DL,SLC,LAX,590,N
c-9,c-18,c-7,1341,MQ,DFW,LRD,394,N
c-10,c-11,c-2,901,DH,IAD,GSO,239,Y
c-11,c-17,c-4,854,AS,PSP,SFO,421,N
c-3,c-13,c-7,1736,DL,JFK,FLL,1069,N
c-7,c-4,c-1,1450,AS,SEA,ANC,1449,N
c-9,c-26,c-1,1908,NW,TPA,IND,838,N
c-6,c-3,c-5,1512,AA,MCO,LGA,950,N
c-9,c-3,c-6,835,EV,ATL,EYW,646,N
c-11,c-4,c-5,1504,UA,ORD,LAS,1515,Y
c-12,c-16,c-5,2030,WN,HOU,TUL,453,Y
c-11,c-17,c-4,742,FL,MDW,MCO,989,N
c-8,c-26,c-5,1732,AS,ADQ,ANC,252,Y
c-3,c-3,c-4,1336,FL,PNS,ATL,272,N
c-7,c-20,c-3,1736,NW,DTW,PHX,1671,Y
c-3,c-20,c-7,1851,NW,MSP,BOS,1124,N
c-8,c-26,c-5,901,DL,CVG,SLC,1449,N
c-10,c-10,c-1,1531,US,PHL,BOS,280,Y
c-7,c-19,c-2,1943,WN,MDW,STL,251,Y
c-10,c-28,c-5,835,AS,KTN,SEA,680,N
c-3,c-14,c-1,2251,DL,ATL,JAX,270,N
c-3,c-7,c-1,659,XE,EWR,GRR,605,N
c-1,c-29,c-6,1735,AS,SEA,OAK,671,N
c-8,c-22,c-1,626,US,MCI,DCA,950,Y
c-11,c-29,c-2,1750,WN,RDU,BNA,443,Y
c-12,c-17,c-6,1819,AA,DFW,JAC,1046,Y
c-1,c-25,c-2,1553,DL,LAS,SLC,368,N
c-3,c-18,c-5,2213,OH,CVG,CLT,335,Y
c-4,c-23,c-6,1433,UA,SFO,HNL,2398,Y
c-7,c-15,c-5,2206,MQ,ORD,CLT,599,Y
c-3,c-18,c-5,2100,OH,CVG,ERI,316,N
c-1,c-7,c-5,2203,UA,LAS,DEN,629,Y
c-12,c-27,c-2,1004,HP,PHX,MKE,1460,N
c-12,c-29,c-4,1910,DL,DCA,ATL,547,Y
c-10,c-29,c-6,1904,MQ,DFW,CLL,164,N
c-4,c-4,c-1,555,OO,TYS,ORD,475,N
c-12,c-24,c-6,1309,WN,RNO,BOI,335,Y
c-6,c-24,c-5,1719,EV,DSM,CVG,505,N
c-5,c-23,c-1,1721,DH,IAD,CAE,401,N
c-3,c-21,c-1,1539,US,PIT,PHL,267,N
c-5,c-30,c-1,552,MQ,GRR,DFW,931,N
c-2,c-22,c-2,1941,NW,DTW,PHL,453,Y
c-8,c-5,c-5,1417,NW,MSP,DTW,528,N
c-2,c-11,c-5,2130,MQ,DFW,LIT,304,Y
c-4,c-2,c-6,2016,NW,DTW,DEN,1123,Y
c-8,c-16,c-2,1023,WN,DAL,MSY,437,N
c-12,c-11,c-7,1250,FL,BWI,ATL,576,N
c-8,c-3,c-3,1722,XE,EWR,ROC,246,Y
c-6,c-22,c-3,1510,WN,BWI,BDL,283,Y
c-9,c-2,c-5,1140,UA,PHX,ORD,1440,Y
c-8,c-16,c-2,1300,MQ,ORD,COS,911,Y
c-11,c-19,c-6,1400,OO,TUL,DEN,541,Y
c-10,c-10,c-1,1916,AA,PHL,DFW,1302,Y
c-7,c-1,c-5,2112,WN,FLL,PHL,992,Y
c-2,c-11,c-5,1540,US,CLT,SAV,213,N
c-11,c-19,c-6,1424,MQ,DFW,BTR,383,N
c-6,c-2,c-4,1321,B6,JFK,RSW,1074,N
c-12,c-9,c-5,920,WN,BWI,RSW,919,Y
c-7,c-19,c-2,1319,AS,SEA,ANC,1449,Y
c-12,c-12,c-1,2011,B6,LGB,OAK,353,N
c-8,c-4,c-4,1448,MQ,DFW,HOU,247,Y
c-6,c-1,c-3,1608,MQ,RIC,MIA,826,Y
c-3,c-23,c-3,1958,EV,GSP,TPA,478,Y
c-9,c-4,c-7,2058,AS,LAX,SEA,954,Y
c-11,c-14,c-1,1340,US,DEN,CLT,1337,Y
c-6,c-10,c-5,911,AA,ATL,MIA,595,Y
c-6,c-17,c-5,1034,MQ,LIT,ORD,552,Y
c-12,c-21,c-3,2123,XE,EWR,BTV,266,Y
c-7,c-29,c-5,705,OO,COS,DEN,72,N
c-1,c-3,c-1,2106,OO,SLC,TUS,601,Y
c-10,c-27,c-4,919,CO,LAX,IAH,1379,N
c-8,c-17,c-3,1924,DL,MCO,JFK,944,N
c-9,c-26,c-1,1104,OO,SLC,GTF,463,N
c-2,c-20,c-7,1500,WN,ABQ,AMA,277,N
c-10,c-18,c-2,825,WN,DAL,AUS,189,Y
c-5,c-28,c-6,903,OO,DEN,SAT,794,N
c-8,c-23,c-2,1635,WN,BNA,MHT,938,N
c-8,c-19,c-5,2003,AA,ORD,DEN,888,Y
c-5,c-30,c-1,1430,DL,GSO,ATL,306,N
c-10,c-4,c-2,1320,EV,SLC,STL,1156,Y
c-3,c-10,c-4,1445,AA,JFK,MIA,1090,Y
c-5,c-14,c-6,1339,US,DCA,IAH,1208,N
c-1,c-26,c-3,949,DH,BOS,IAD,413,Y
c-8,c-17,c-3,1429,OO,DEN,GJT,212,N
c-3,c-22,c-2,1501,AA,BUR,DFW,1231,Y
c-12,c-17,c-6,743,AA,TPA,SJU,1237,N
c-12,c-19,c-1,701,AA,BDL,SJU,1666,N
c-7,c-30,c-6,2018,DL,ATL,RSW,515,Y
c-5,c-8,c-7,2111,CO,IAH,MIA,964,Y
c-6,c-6,c-1,1323,XE,HRL,IAH,295,N
c-3,c-6,c-7,1259,DL,ATL,PNS,272,N
c-2,c-19,c-6,1008,AA,DFW,HNL,3784,N
c-10,c-1,c-6,1338,EV,GRR,ATL,640,N
c-11,c-16,c-3,1405,WN,PDX,GEG,279,Y
c-5,c-13,c-5,1708,WN,SJC,BUR,296,Y
c-12,c-26,c-1,1729,OO,DEN,BUR,850,N
c-8,c-18,c-4,2225,EV,AGS,ATL,143,Y
c-2,c-8,c-2,1000,OH,BNA,CVG,230,N
c-6,c-24,c-5,1800,WN,SLC,SEA,689,Y
c-5,c-19,c-4,802,UA,OAK,DEN,957,N
c-7,c-4,c-1,2314,OH,ATL,ORF,516,Y
c-11,c-15,c-2,1430,WN,OAK,MDW,1844,N
c-11,c-21,c-1,1718,DL,SLC,RDU,1823,Y
c-5,c-5,c-4,2100,UA,DEN,ORD,888,N
c-11,c-22,c-2,2314,MQ,LGA,RDU,431,Y
c-11,c-8,c-2,1015,HP,PHX,ATL,1587,N
c-9,c-14,c-3,1605,WN,SMF,SEA,605,N
c-8,c-20,c-6,1111,NW,MSP,PHX,1276,Y
c-11,c-13,c-7,1850,WN,LAX,HOU,1390,N
c-12,c-11,c-7,1730,WN,SEA,OAK,671,Y
c-1,c-23,c-7,1203,AS,SEA,GEG,224,N
c-10,c-21,c-5,2003,DL,CVG,PVD,722,Y
c-12,c-12,c-1,1205,WN,BOI,SEA,399,N
c-5,c-21,c-6,1020,AA,ORD,STL,258,N
c-11,c-5,c-6,1202,NW,DTW,ATL,594,N
c-7,c-5,c-2,1459,AA,DFW,TPA,929,Y
c-7,c-2,c-6,1508,WN,MSY,FLL,673,Y
c-7,c-21,c-4,1736,FL,MCI,ATL,692,Y
c-11,c-21,c-1,1847,XE,EWR,CVG,569,Y
c-12,c-16,c-5,645,AA,ORD,DCA,612,N
c-9,c-26,c-1,1309,NW,MSP,BWI,936,N
c-10,c-31,c-1,713,US,SAV,CLT,213,N
c-3,c-28,c-1,2000,FL,MLI,ATL,633,Y
c-10,c-21,c-5,1759,US,PHL,DFW,1302,N
c-5,c-19,c-4,1458,US,PIT,PHL,267,N
c-9,c-22,c-4,1441,CO,PHL,IAH,1324,Y
c-2,c-17,c-4,1910,AA,ORD,BOS,867,Y
c-11,c-18,c-5,1800,XE,DAB,EWR,884,Y
c-2,c-1,c-2,1148,OO,IAH,GRK,166,N
c-2,c-8,c-2,612,OO,SAN,LAX,109,N
c-4,c-18,c-1,2117,AA,MIA,SJU,1045,Y
c-11,c-19,c-6,1544,HP,PHX,ORD,1440,N
c-8,c-23,c-2,1439,OO,BHM,DEN,1082,N
c-7,c-20,c-3,544,DL,RSW,ATL,515,Y
c-7,c-1,c-5,2122,WN,PHX,LAX,370,Y
c-2,c-11,c-5,1734,WN,PHX,ONT,325,Y
c-1,c-20,c-4,1533,AA,DCA,ORD,612,Y
c-5,c-20,c-5,1238,AA,DFW,TUL,237,Y
c-6,c-29,c-3,2019,NW,MEM,PHL,874,Y
c-7,c-1,c-5,1208,OH,SDF,CVG,83,N
c-6,c-12,c-7,1134,NW,MSP,RAP,490,N
c-7,c-5,c-2,2021,B6,PBI,JFK,1028,N
c-4,c-7,c-4,620,WN,PHL,MDW,668,N
c-6,c-14,c-2,837,DH,EWR,IAD,213,N
c-3,c-6,c-7,1350,OH,RIC,CVG,413,N
c-5,c-26,c-4,941,HP,LAS,DEN,629,N
c-3,c-16,c-3,1105,WN,PVD,MDW,842,N
c-7,c-18,c-1,1658,UA,LAX,SEA,954,Y
c-7,c-24,c-7,1006,HP,LAS,DEN,629,Y
c-3,c-29,c-2,1920,HP,ATL,PHX,1587,N
c-5,c-18,c-3,1416,XE,CMH,EWR,462,Y
c-3,c-16,c-3,1531,XE,CLE,ROC,245,Y
c-10,c-19,c-3,1109,US,CMH,PHL,405,Y
c-2,c-27,c-7,1340,MQ,SHV,DFW,190,N
c-2,c-27,c-7,1516,FL,ATL,ROC,749,Y
c-11,c-18,c-5,1900,MQ,ORD,CID,196,Y
c-12,c-14,c-3,1724,MQ,ORD,MSN,109,Y
c-2,c-27,c-7,916,AA,ABQ,DFW,569,N
c-12,c-22,c-4,1549,DL,SLC,SEA,689,Y
c-10,c-20,c-4,826,AA,SFO,DFW,1464,N
c-11,c-22,c-2,1309,NW,LAS,MKE,1524,N
c-5,c-18,c-3,840,MQ,DFW,CLL,164,N
c-12,c-18,c-7,1850,WN,SNA,PHX,338,N
c-9,c-5,c-1,1045,WN,LAS,BNA,1588,Y
c-9,c-7,c-3,805,OH,IAD,CVG,388,N
c-12,c-21,c-3,1100,OH,ATL,MSP,906,Y
c-1,c-19,c-3,1703,WN,BHM,PHX,1455,Y
c-5,c-29,c-7,1848,B6,JFK,LGB,2465,Y
c-2,c-21,c-1,1610,MQ,DFW,LRD,394,Y
c-3,c-12,c-6,1740,XE,MEM,IAH,469,Y
c-9,c-1,c-4,1858,WN,PHX,SAT,843,Y
c-1,c-2,c-7,1828,AA,MIA,MCO,193,Y
c-7,c-7,c-4,2340,EV,ATL,GPT,352,Y
c-11,c-15,c-2,735,AA,STL,ORD,258,Y
c-4,c-27,c-3,922,OO,BNA,ORD,409,N
c-11,c-15,c-2,1533,DH,IAD,ATL,533,Y
c-10,c-1,c-6,653,XE,CRP,IAH,201,N
c-2,c-16,c-3,1346,B6,LGB,JFK,2465,Y
c-4,c-23,c-6,1505,NW,SEA,MSP,1399,N
c-9,c-6,c-2,1420,HP,SLC,PHX,507,Y
c-5,c-12,c-4,757,UA,ORD,LGA,733,N
c-7,c-7,c-4,7,CO,LAS,CLE,1825,Y
c-1,c-18,c-2,1910,WN,BWI,CLE,314,N
c-5,c-21,c-6,2120,FL,ATL,MLI,633,Y
c-11,c-30,c-3,1432,B6,BOS,MCO,1121,Y
c-4,c-23,c-6,1327,OO,FAT,SLC,501,Y
c-10,c-25,c-2,1456,DH,IAD,HSV,595,N
c-9,c-30,c-5,1904,DL,RSW,ATL,515,Y
c-2,c-8,c-2,1730,HP,PHX,SJC,621,N
c-7,c-29,c-5,1410,FL,BWI,MCO,787,N
c-2,c-24,c-4,2235,WN,BWI,ISP,220,Y
c-10,c-17,c-1,819,DH,IAD,CLT,321,N
c-8,c-25,c-4,645,US,SFO,CLT,2296,N
c-7,c-28,c-4,910,XE,EWR,CAE,602,N
c-7,c-27,c-3,1120,MQ,LAX,FAT,209,N
c-9,c-21,c-3,1836,AS,PHX,SEA,1107,Y
c-10,c-5,c-3,1706,DL,PDX,SLC,630,Y
c-10,c-26,c-3,1803,EV,LAX,SLC,590,N
c-11,c-2,c-3,1647,WN,PHX,PHL,2075,Y
c-12,c-8,c-4,2119,F9,DEN,SEA,1024,N
c-10,c-5,c-3,1731,DL,BNA,ATL,214,Y
c-2,c-24,c-4,927,XE,AEX,IAH,190,Y
c-4,c-2,c-6,2010,WN,TPA,MDW,997,Y
c-12,c-23,c-5,1840,WN,SEA,OAK,671,Y
c-3,c-9,c-3,1910,WN,HOU,LAS,1235,Y
c-9,c-4,c-7,2220,DL,ATL,TPA,406,N
c-10,c-5,c-3,1415,WN,ABQ,STL,934,Y
c-6,c-20,c-1,1523,UA,LGA,ORD,733,Y
c-3,c-20,c-7,1155,CO,LAS,IAH,1222,N
c-5,c-24,c-2,1429,AA,LGA,BNA,764,Y
c-9,c-27,c-2,2113,OH,CVG,MLI,350,N
c-8,c-17,c-3,902,DL,FLL,LGA,1076,N
c-6,c-2,c-4,2115,AS,PDX,OAK,543,Y
c-7,c-19,c-2,914,WN,LAX,ELP,714,Y
c-4,c-7,c-4,1901,DL,ATL,RSW,515,Y
c-7,c-22,c-5,1514,FL,MIA,ATL,595,N
c-10,c-8,c-6,1746,UA,DEN,RNO,804,N
c-7,c-1,c-5,1920,OH,CRW,CVG,173,Y
c-2,c-28,c-1,749,DL,PDX,ATL,2172,N
c-5,c-26,c-4,738,AA,DFW,LGA,1389,N
c-12,c-9,c-5,744,CO,EWR,ORD,719,N
c-9,c-29,c-4,1521,CO,EWR,BOS,200,Y
c-12,c-9,c-5,740,NW,LAS,LAX,236,N
c-2,c-19,c-6,1828,DL,DCA,LGA,214,N
c-4,c-6,c-3,1349,WN,FLL,MCO,178,Y
c-9,c-25,c-7,1147,MQ,ORD,PIA,130,N
c-11,c-20,c-7,1629,EV,PFN,ATL,247,Y
c-4,c-8,c-5,1820,AS,SEA,OAK,671,N
c-9,c-30,c-5,852,OO,SFO,BUR,326,N
c-5,c-5,c-4,1311,DL,MSY,ATL,425,N
c-7,c-25,c-1,1822,UA,CVG,ORD,264,Y
c-12,c-25,c-7,914,DH,IAD,BTV,442,N
c-5,c-25,c-3,1015,WN,PHX,SLC,507,N
c-8,c-11,c-4,1610,XE,RDU,IAH,1043,Y
c-7,c-26,c-2,2215,WN,MCI,SMF,1442,Y
c-3,c-13,c-7,533,OH,LEX,CVG,70,N
c-9,c-16,c-5,2214,DL,ATL,BOS,946,Y
c-6,c-16,c-4,1036,F9,SMF,DEN,910,N
c-10,c-23,c-7,1700,WN,LAS,BUR,223,Y
c-11,c-27,c-7,1135,WN,OAK,LAS,407,N
c-12,c-15,c-4,745,WN,DAL,TUL,237,N
c-11,c-24,c-4,1515,NW,MSP,MKE,297,Y
c-11,c-20,c-7,536,DL,PHL,ATL,665,N
c-9,c-14,c-3,1527,DL,ATL,PHL,665,Y
c-12,c-14,c-3,1659,AS,SEA,ANC,1449,N
c-6,c-19,c-7,736,XE,EWR,BUF,282,N
c-5,c-13,c-5,1752,UA,IAD,MCO,758,Y
c-3,c-22,c-2,1457,MQ,ORD,DSM,299,N
c-2,c-2,c-3,859,DL,CVG,MSY,700,N
c-10,c-12,c-3,2000,WN,MDW,TUS,1440,Y
c-12,c-19,c-1,1935,OH,BOS,DCA,399,Y
c-6,c-9,c-4,1850,WN,SNA,PHX,338,N
c-6,c-4,c-6,845,DL,ATL,PBI,545,N
c-3,c-22,c-2,1557,AA,RDU,DFW,1062,Y
c-10,c-13,c-4,2229,NW,DTW,ORD,235,N
c-10,c-3,c-1,1040,F9,SAN,DEN,853,N
c-3,c-21,c-1,1546,OO,IAH,TXK,252,Y
c-11,c-15,c-2,2252,UA,ORD,BOI,1437,Y
c-1,c-1,c-6,1405,AA,DFW,ELP,551,Y
c-6,c-2,c-4,1152,OO,DEN,PSC,853,Y
c-1,c-5,c-3,700,EV,PFN,ATL,247,N
c-11,c-18,c-5,2057,EV,ATL,BTR,449,Y
c-4,c-6,c-3,1729,AA,RSW,DFW,1017,Y
c-3,c-8,c-2,1619,US,PHL,PBI,951,Y
c-2,c-7,c-1,1109,B6,FLL,IAD,901,N
c-7,c-21,c-4,1909,DL,ORD,ATL,606,Y
c-12,c-19,c-1,1010,WN,MCO,BNA,616,N
c-7,c-1,c-5,857,F9,DEN,SAN,853,N
c-7,c-13,c-3,1650,FL,ATL,MDW,590,Y
c-5,c-25,c-3,1505,WN,MDW,PHL,668,Y
c-10,c-4,c-2,1955,WN,DAL,ABQ,580,N
c-6,c-15,c-3,1950,WN,SDF,BHM,323,N
c-6,c-6,c-1,2018,OO,DEN,PSP,776,N
c-4,c-7,c-4,656,XE,BTR,IAH,253,N
c-1,c-8,c-6,920,WN,OAK,LAX,337,Y
c-3,c-27,c-7,2216,US,CLT,BOS,728,Y
c-10,c-19,c-3,754,UA,BWI,DEN,1491,N
c-10,c-14,c-5,1106,UA,EWR,DEN,1605,N
c-2,c-6,c-7,926,XE,IAH,OMA,781,N
c-10,c-20,c-4,1830,FL,BWI,ATL,576,N
c-8,c-23,c-2,1515,OH,JAX,BOS,1011,Y
c-12,c-9,c-5,1216,AA,BOS,MIA,1258,Y
c-10,c-31,c-1,1929,AA,DFW,RNO,1345,Y
c-5,c-16,c-1,1636,AS,SNA,OAK,371,N
c-3,c-18,c-5,1324,MQ,PSP,LAX,110,Y
c-9,c-29,c-4,1402,UA,SEA,SFO,679,Y
c-1,c-23,c-7,1612,WN,HOU,BNA,670,Y
c-7,c-15,c-5,2003,US,PIT,DEN,1290,Y
c-1,c-26,c-3,1009,AA,SFO,BOS,2704,Y
c-11,c-6,c-7,710,WN,MDW,LAX,1750,N
c-10,c-28,c-5,1922,XE,IAH,AEX,190,N
c-5,c-31,c-2,1341,MQ,SHV,DFW,190,N
c-5,c-22,c-7,1043,MQ,LIT,DFW,304,N
c-6,c-10,c-5,1839,MQ,ORD,XNA,522,Y
c-12,c-4,c-7,1331,NW,DCA,MEM,762,Y
c-4,c-20,c-3,1439,NW,IND,MSP,503,Y
c-7,c-7,c-4,1945,WN,PHX,SMF,647,Y
c-2,c-14,c-1,1732,AS,DEN,PDX,992,Y
c-9,c-23,c-5,1540,EV,ATL,GPT,352,Y
c-1,c-24,c-1,955,US,BWI,CLT,361,N
c-11,c-11,c-5,1613,CO,MSY,IAH,305,N
c-10,c-21,c-5,1739,AA,SJU,MCO,1189,N
c-2,c-9,c-3,933,FL,ATL,SFO,2139,Y
c-4,c-2,c-6,659,US,IND,CLT,428,N
c-3,c-8,c-2,1028,NW,MSP,MIA,1501,N
c-7,c-22,c-5,626,DL,SFO,CVG,2036,N
c-8,c-8,c-1,1650,NW,MSP,DEN,680,N
c-1,c-6,c-4,2200,EV,GNV,ATL,300,Y
c-2,c-26,c-6,1820,FL,ATL,MIA,595,Y
c-3,c-7,c-1,1444,XE,CMH,IAH,986,N
c-10,c-29,c-6,1445,WN,HOU,BNA,670,Y
c-4,c-8,c-5,921,AA,DFW,DCA,1192,N
c-12,c-22,c-4,1455,WN,MDW,STL,251,Y
c-12,c-4,c-7,811,UA,TUS,PHX,110,N
c-8,c-3,c-3,1540,OO,SLC,GTF,463,Y
c-10,c-29,c-6,2248,HP,LAS,CLE,1825,N
c-2,c-18,c-5,945,WN,LAX,OAK,337,Y
c-11,c-9,c-3,1602,MQ,JFK,DCA,213,N
c-12,c-11,c-7,1132,US,SAN,PHL,2369,Y
c-1,c-24,c-1,1830,WN,DAL,HOU,239,N
c-5,c-30,c-1,2222,NW,MSP,OMA,282,N
c-10,c-30,c-7,1558,DL,DCA,LGA,214,Y
c-9,c-20,c-2,1957,DL,ATL,ALB,852,N
c-8,c-31,c-3,2207,MQ,ORD,CLE,316,Y
c-3,c-23,c-3,1858,CO,IAH,JAX,817,N
c-1,c-11,c-2,1230,WN,BOI,RNO,335,N
c-6,c-19,c-7,1022,EV,BUF,CVG,410,N
c-10,c-13,c-4,1532,MQ,AUS,RDU,1162,Y
c-2,c-28,c-1,1808,CO,ATL,IAH,689,Y
c-7,c-21,c-4,2013,DH,IAD,CAE,401,Y
c-4,c-1,c-5,2100,CO,IAH,PHX,1009,N
c-9,c-14,c-3,1755,OH,CHA,CVG,278,N
c-1,c-5,c-3,1629,WN,MCI,BWI,967,Y
c-5,c-18,c-3,2327,AA,LAS,MIA,2175,N
c-9,c-21,c-3,1326,XE,EWR,MCI,1092,Y
c-2,c-7,c-1,1917,FL,TPA,ATL,406,Y
c-6,c-22,c-3,2000,XE,TUL,IAH,429,Y
c-10,c-29,c-6,1609,AA,STL,MIA,1068,N
c-11,c-26,c-6,1339,AA,DFW,ATL,732,Y
c-10,c-31,c-1,1209,AA,DFW,HNL,3784,Y
c-10,c-12,c-3,1039,B6,BUR,JFK,2465,N
c-6,c-6,c-1,1429,OO,SLC,CPR,320,Y
c-10,c-11,c-2,706,UA,SJC,IAD,2400,N
c-7,c-19,c-2,2134,UA,ORD,LGA,733,Y
c-3,c-30,c-3,1550,OH,CVG,BHM,396,Y
